,Title,Match Title,Score
9562658,tênis infantil feminino calce fácil marinho pé pé,tênis infantil pé pé runner calce fácil,0.8823452951060821
45024095,tênis infantil pé pé runner calce fácil,tênis infantil feminino calce fácil marinho pé pé,0.8823452951060821
39430576,tênis olympikus reação masculino original,tênis olympikus reação feminino,0.8821023522302571
33487340,tênis olympikus reação feminino,tênis olympikus reação masculino original,0.8821023522302571
33313922,bicicleta aro 26 retrô feminina cesta vime 6v vermelho,bicicleta aro 26 retrô vintage 6v cesta vime vermelho,0.8819379887529558
5693777,bicicleta aro 26 retrô vintage 6v cesta vime vermelho,bicicleta aro 26 retrô feminina cesta vime 6v vermelho,0.8819379887529558
6523518,tênis plataforma feminino barato sola alta original moleca,tênis casual feminino plataforma sola alta moleca original,0.8819086374519172
12124545,tênis casual feminino plataforma sola alta moleca original,tênis plataforma feminino barato sola alta original moleca,0.8819086374519172
41093858,tênis filum trend 2.0 feminino original,tênis filum trend feminino preto rosa original,0.8814841182378655
13621142,tênis filum trend feminino preto rosa original,tênis filum trend 2.0 feminino original,0.8814841182378655
19388382,tênis led menino infantil personagem patrulha canina,tênis infantil led personagem patrulha canina barato,0.8814180014850095
28068006,tênis infantil led personagem patrulha canina barato,tênis led menino infantil personagem patrulha canina,0.8814180014850095
933548,tênis infantil led patrulha canina personagem barato,tênis led menino infantil personagem patrulha canina,0.8814180014850095
19388383,tênis led menino infantil personagem patrulha canina,tênis infantil led patrulha canina personagem barato,0.8814180014850095
11288257,bicicleta aro 26 ultra bike feminina bicolor,bicicleta feminina adulto aro 26 bicolor ultra bike azul,0.8809112644610269
8378300,bicicleta feminina adulto aro 26 bicolor ultra bike azul,bicicleta aro 26 ultra bike feminina bicolor,0.8809112644610269
23868344,tênis dg sorrento g1 amarelo unissex prata,tênis dg sorrento g1 azul unissex prata,0.8809064079395699
11090970,tênis dg sorrento g1 azul unissex prata,tênis dg sorrento g1 amarelo unissex prata,0.8809064079395699
41120994,air force 1 pollen rise,air force shadow pollen rise,0.8809059506073278
11079901,air force shadow pollen rise,air force 1 pollen rise,0.8809059506073278
28191901,tênis usthemp slip-on custom illustrate pet girassóis,tênis usthemp spice custom illustrate pet girassóis,0.8806866366243724
42589436,tênis usthemp spice custom illustrate pet girassóis,tênis usthemp slip-on custom illustrate pet girassóis,0.8806866366243724
27633566,tênis puma smash v2 preto,tênis couro puma smash v2 original,0.8804029249222893
24937205,tênis couro puma smash v2 original,tênis puma smash v2 preto,0.8804029249222893
33261468,tênis masculino infantil led homem aranha,tenis infantil led homem aranha azul,0.8801642275336814
23565440,tenis infantil led homem aranha azul,tênis masculino infantil led homem aranha,0.8801642275336814
31912133,tênis asics gel quantum 180 masculino,tênis asics gel quantum 180 5 preto vermelho original,0.8799252167094838
32406557,tênis asics gel quantum 180 5 preto vermelho original,tênis asics gel quantum 180 masculino,0.8799252167094838
16298297,tênis sapatênis mule azul ursinho panda cute tumblr,tênis slip on azul ursinho panda tumblr cute,0.879840855194601
38163821,tênis slip on azul ursinho panda tumblr cute,tênis sapatênis mule azul ursinho panda cute tumblr,0.879840855194601
17605047,tênis feminino activtta cataluna corrida esportivo 4811,tênis corrida activtta feminino cataluna esportivo 4811-204,0.8797528108946816
33895091,tênis corrida activtta feminino cataluna esportivo 4811-204,tênis feminino activtta cataluna corrida esportivo 4811,0.8797528108946816
3863780,tênis gratcho preto branco o.e,tênis gratcho,0.8792978000155215
6599905,tênis gratcho,tênis gratcho preto branco o.e,0.8792978000155215
41093859,tênis filum trend 2.0 feminino original,tênis feminino filum trend branco,0.8788729319420611
37985368,tênis feminino filum trend branco,tênis filum trend 2.0 feminino original,0.8788729319420611
43604681,bike cross bicicleta infantil aro 16 4 8 ano menino verde,bicicleta infantil aro 16 bike cross 4 8 ano,0.878746277108212
30164392,bicicleta infantil aro 16 bike cross 4 8 ano,bike cross bicicleta infantil aro 16 4 8 ano menino verde,0.878746277108212
27351790,tênis filum euro jogger sport cinza marinho,tênis filum euro jogger sport marinho vermelho,0.878653962885868
40323064,tênis filum euro jogger sport marinho vermelho,tênis filum euro jogger sport cinza marinho,0.878653962885868
18214500,tênis asics gel quantum 360 6,tênis asics gel-quantum 360 6 original nfe,0.8785835592865082
626782,tênis asics gel-quantum 360 6 original nfe,tênis asics gel quantum 360 6,0.8785835592865082
8587047,tênis masculino adidas galaxy 5 preto branco,tênis adidas galaxy 5 branco original,0.8784407223936264
28406072,tênis adidas galaxy 5 branco original,tênis masculino adidas galaxy 5 preto branco,0.8784407223936264
9298937,tênis usthemp spice temático bulldog francês,tênis usthemp spice temático gael bulldog francês 5,0.8783776620001638
27333281,tênis usthemp spice temático gael bulldog francês 5,tênis usthemp spice temático bulldog francês,0.8783776620001638
44481230,tenis caterpillar adventure masculino couro legítimo,tenis masculino caterpillar adventure couro,0.8783154222370817
39463607,tenis masculino caterpillar adventure couro,tenis caterpillar adventure masculino couro legítimo,0.8783154222370817
18849868,tênis feminino kolosh strass casual calce fácil,tênis feminino casual kolosh strass gel leve calce fácil,0.8780966722330953
21285335,tênis feminino casual kolosh strass gel leve calce fácil,tênis feminino kolosh strass casual calce fácil,0.8780966722330953
44572494,tenis infantil feminino ortopé sport baby menina,tênis ortopé infantil sport baby,0.8778832496569499
42211389,tênis ortopé infantil sport baby,tenis infantil feminino ortopé sport baby menina,0.8778832496569499
22455279,tênis nike air max 90 feminino,tênis nike air max 90 37,0.8774048007435222
5851052,tênis nike air max 90 37,tênis nike air max 90 feminino,0.8774048007435222
87529,tênis infantil pé pé masculino calce fácil azul menino,tênis infantil feminino calce fácil marinho pé pé,0.8772767615153853
9562659,tênis infantil feminino calce fácil marinho pé pé,tênis infantil pé pé masculino calce fácil azul menino,0.8772767615153853
37886951,tenis olympikus bravo masculino,tênis olympikus bravo feminino,0.8771070111120849
44273583,tênis olympikus bravo feminino,tenis olympikus bravo masculino,0.8771070111120849
26065219,tênis moleca plataforma,tênis feminino moleca plataforma preto,0.8768652156349087
27058970,tênis feminino moleca plataforma preto,tênis moleca plataforma,0.8768652156349087
36827659,tênis hero 223 caramelo preferida,tênis hero 223 preto preferida,0.8766425483641861
4938826,tênis hero 223 preto preferida,tênis hero 223 caramelo preferida,0.8766425483641861
17916680,tenis adidas casual masculino advantage base preto,tênis feminino adidas advantage base,0.8765324365603542
32189893,tênis feminino adidas advantage base,tenis adidas casual masculino advantage base preto,0.8765324365603542
42129356,tenis dg g7 sorrento branco preto unissex top,tenis dg g7 sorrento branco rosa unissex,0.8764045182627824
42229759,tenis dg g7 sorrento branco rosa unissex,tenis dg g7 sorrento branco preto unissex top,0.8764045182627824
9852659,bicicleta bike infantil menina ultra bike big fat pro tork,bicicleta infantil big fat criança ultra bike pro tork,0.8760502053026686
5383220,bicicleta infantil big fat criança ultra bike pro tork,bicicleta bike infantil menina ultra bike big fat pro tork,0.8760502053026686
29738065,tenis feminino sapatenis casual dia dia kolosh conforto,tenis feminino casual sapatenis feminino dia dia,0.8755535734133333
28687662,tenis feminino casual sapatenis feminino dia dia,tenis feminino sapatenis casual dia dia kolosh conforto,0.8755535734133333
24904852,tênis under armour charged skyline feminino,tênis under armour charged skyline 2 feminino envio imediato,0.8755070248738892
27795339,tênis under armour charged skyline 2 feminino envio imediato,tênis under armour charged skyline feminino,0.8755070248738892
5420555,tênis feminino p/ faculdade moleca lona sider original macio,tênis feminino p/ faculdade moleca lona sider lançamento,0.8746236107751983
17910223,tênis feminino p/ faculdade moleca lona sider lançamento,tênis feminino p/ faculdade moleca lona sider original macio,0.8746236107751983
10850867,sapatilha bicicleta high one mtb one feminina ciclismo,sapatilha ciclismo high one mtb one masculina,0.8745106430906342
43836934,sapatilha ciclismo high one mtb one masculina,sapatilha bicicleta high one mtb one feminina ciclismo,0.8745106430906342
6089608,tênis olympikus combate/855-masculino-preto,tênis adulto masculino olympikus combate/855,0.8744642256202194
19319633,tênis adulto masculino olympikus combate/855,tênis olympikus combate/855-masculino-preto,0.8744642256202194
18340703,sapatenis anti stress masculino couro,sapatenis masculino casual couro conforto anti stress leve,0.8740677063884124
1004702,sapatenis masculino casual couro conforto anti stress leve,sapatenis anti stress masculino couro,0.8740677063884124
6167767,tenis beira rio plataforma branco,tenis feminino flatform plataforma beira rio branco,0.8740199059243723
38944321,tenis feminino flatform plataforma beira rio branco,tenis beira rio plataforma branco,0.8740199059243723
32755251,tênis adidas grand court base masculino casual,tênis adidas grand court base branco unissex,0.8737626528991722
42160963,tênis adidas grand court base branco unissex,tênis adidas grand court base masculino casual,0.8737626528991722
19410275,tênis usthemp long art urso tamiris disselli,tênis usthemp one art urso tamiris disselli,0.8734306723020381
2425481,tênis usthemp one art urso tamiris disselli,tênis usthemp long art urso tamiris disselli,0.8734306723020381
3958368,sapatênis tênis feminino flay izabela araujo 101 branco,sapatênis tênis feminino izabela araujo 101 branco,0.8734074774717119
29986020,sapatênis tênis feminino izabela araujo 101 branco,sapatênis tênis feminino flay izabela araujo 101 branco,0.8734074774717119
22416331,tênis adidas grand court base masculino marinho,tenis adidas grand court base feminino original,0.8732062873812718
3850298,tenis adidas grand court base feminino original,tênis adidas grand court base masculino marinho,0.8732062873812718
40740157,bicicleta feminin infantil nathor top girl aro 16 f grátis,bicicleta feminin infantil nathor top girl aro 16 f gratis,0.8729354213146944
15157028,bicicleta feminin infantil nathor top girl aro 16 f gratis,bicicleta feminin infantil nathor top girl aro 16 f grátis,0.8729354213146944
28518887,tênis feminino preto sapatênis casual,tênis feminino casual sapatênis,0.8728996517211104
34814498,tênis feminino casual sapatênis,tênis feminino preto sapatênis casual,0.8728996517211104
10900874,tenis dg sorrento preto black unissex t.luxury,tenis dg sorrento black deg unissex t.luxury,0.872724760783262
33794684,tenis dg sorrento black deg unissex t.luxury,tenis dg sorrento preto black unissex t.luxury,0.872724760783262
5050054,tênis under armour hovr phantom 2 masculino,tênis under armour hovr phantom 2 original nfe,0.8723288863577606
40409211,tênis under armour hovr phantom 2 original nfe,tênis under armour hovr phantom 2 masculino,0.8723288863577606
15000798,tenis infantil tênis feminino promoção brinde bolsa u barato,tenis infantil tênis feminino promoção brinde bolsa u casual,0.8721452349648813
42217564,tenis infantil tênis feminino promoção brinde bolsa u casual,tenis infantil tênis feminino promoção brinde bolsa u barato,0.8721452349648813
25317245,tênis moleca casual cadarço 5716.100 confortável feminino,tênis moleca casual 5716.100,0.872140823107507
34754374,tênis moleca casual 5716.100,tênis moleca casual cadarço 5716.100 confortável feminino,0.872140823107507
9027064,tenis cor rosa cano baixo compre agora,sapatenis feminino rosa cano baixo compre agora,0.8716995177103876
42691209,sapatenis feminino rosa cano baixo compre agora,tenis cor rosa cano baixo compre agora,0.8716995177103876
6513549,kit 12 pares sapatilha sapatênis feminino atacado revenda,kit 12 pares tenis feminino casual atacado revenda,0.871365719851345
6282180,kit 12 pares tenis feminino casual atacado revenda,kit 12 pares sapatilha sapatênis feminino atacado revenda,0.871365719851345
23070258,tênis melissa gadget,melissa gadget bege,0.8711775576137235
1300843,melissa gadget bege,tênis melissa gadget,0.8711775576137235
26388556,tênis feminino sola alta branco,tênis sapato feminino sola alta branco,0.8711316642128941
10762091,tênis sapato feminino sola alta branco,tênis feminino sola alta branco,0.8711316642128941
4837149,tênis asics gel resolution 8 clay masculino saibro- new,tênis asics gel resolution 8 clay feminino saibro- 2021,0.8710647161575809
34942053,tênis asics gel resolution 8 clay feminino saibro- 2021,tênis asics gel resolution 8 clay masculino saibro- new,0.8710647161575809
15512075,tenis feminino corrida caminhada running filum racer all,tênis filum racer all feminino corrida caminhada,0.8709811098760946
4111001,tênis filum racer all feminino corrida caminhada,tenis feminino corrida caminhada running filum racer all,0.8709811098760946
8272753,tênis usthemp volare temático armani vira-lata,tênis usthemp one temático armani vira-lata,0.8703685130214935
42724679,tênis usthemp one temático armani vira-lata,tênis usthemp volare temático armani vira-lata,0.8703685130214935
21743222,tênis filum iconic esportivo masculino preto,tênis filum masculino iconic,0.8703125634855444
39910960,tênis filum masculino iconic,tênis filum iconic esportivo masculino preto,0.8703125634855444
19011063,tenis dg g3 porto branco deg lilas unissex ouro,tenis dg g3 porto black deg branco unissex ouro,0.8702281760462494
30365639,tenis dg g3 porto black deg branco unissex ouro,tenis dg g3 porto branco deg lilas unissex ouro,0.8702281760462494
20779937,tênis skate old school preto branco mad rat original,tênis skate mad rat old school vinho original,0.8700181822952129
901610,tênis skate mad rat old school vinho original,tênis skate old school preto branco mad rat original,0.8700181822952129
20542036,tênis filum euro jogger masculino,tênis filum masculino euro jogger sport preto,0.8700002729454815
28032641,tênis filum masculino euro jogger sport preto,tênis filum euro jogger masculino,0.8700002729454815
32865499,tênis masculino west coast phillip canvas azul,tênis west coast casual jean phillip canvas masculino,0.8699685346163366
2790651,tênis west coast casual jean phillip canvas masculino,tênis masculino west coast phillip canvas azul,0.8699685346163366
20882125,tênis feminino caminhada esportivo corrida academia oferta,tênis esportivo feminino academia corrida caminhada,0.8698882019322166
20882124,tênis feminino caminhada esportivo corrida academia oferta,tênis feminino caminhada corrida academia esportivo,0.8698882019322166
23661976,tênis feminino caminhada corrida academia esportivo,tênis feminino caminhada esportivo corrida academia oferta,0.8698882019322166
10040751,tênis esportivo feminino academia corrida caminhada,tênis feminino caminhada esportivo corrida academia oferta,0.8698882019322166
2555780,tênis filum kr5 vermelho masculino,tenis filum kr5 masculino,0.8698186517461902
37935908,tenis filum kr5 masculino,tênis filum kr5 vermelho masculino,0.8698186517461902
10646838,sapatilha avva mtb prata,avva soft sapatilha mtb prata,0.8697854731142115
33268416,avva soft sapatilha mtb prata,sapatilha avva mtb prata,0.8697854731142115
4086189,tênis feminino caminhada corrida academia,tênis esportivo feminino academia corrida caminhada,0.8695954235599992
4086188,tênis feminino caminhada corrida academia,tênis feminino caminhada corrida academia esportivo,0.8695954235599992
23661977,tênis feminino caminhada corrida academia esportivo,tênis feminino caminhada corrida academia,0.8695954235599992
10040752,tênis esportivo feminino academia corrida caminhada,tênis feminino caminhada corrida academia,0.8695954235599992
29114358,tênis hock montreal black white original unissex,tenis hock montreal black/white,0.8694115931487858
19013373,tenis hock montreal black/white,tênis hock montreal black white original unissex,0.8694115931487858
28639180,tênis skatista 35 preto sapatenis rb original old charger,tênis skatista 38 preto sapatenis rb original old charger,0.8690464374457488
30005283,tênis skatista 38 preto sapatenis rb original old charger,tênis skatista 35 preto sapatenis rb original old charger,0.8690464374457488
42112399,tenis feminino sola alta shoe plataforma barato,tenis feminino sola alta shoe plataforma plataforma,0.8678550506903521
38886355,tenis feminino sola alta shoe plataforma plataforma,tenis feminino sola alta shoe plataforma barato,0.8678550506903521
33839893,tênis oakley socket cinza,tênis oakley socket preto,0.8675265571367156
1308016,tênis oakley socket preto,tênis oakley socket cinza,0.8675265571367156
15270008,tenis infantil tênis feminino promoção brinde bolsa c envio,tenis infantil tênis feminino promoção brinde bolsa u casual,0.8673802035364453
42217565,tenis infantil tênis feminino promoção brinde bolsa u casual,tenis infantil tênis feminino promoção brinde bolsa c envio,0.8673802035364453
991024,tênis tie dye feminino relógio brinde,kit brinde tênis tie dye feminino casual cadarço relógio,0.8671720661424268
4761889,kit brinde tênis tie dye feminino casual cadarço relógio,tênis tie dye feminino relógio brinde,0.8671720661424268
41392128,bicicleta aro 26 rebaixada bicolor ultra bike azul,bike leve bicolor rebaixada aro 26 ultra bike,0.8671327659846159
23290995,bike leve bicolor rebaixada aro 26 ultra bike,bicicleta aro 26 rebaixada bicolor ultra bike azul,0.8671327659846159
6089609,tênis olympikus combate/855-masculino-preto,tênis masculino olympikus academia corrida combate 855,0.86699846697754
30150981,tênis masculino olympikus academia corrida combate 855,tênis olympikus combate/855-masculino-preto,0.86699846697754
26886869,sapatênis tênis masculino casual confortável promoção,sapatênis tênis masculino casual confortável,0.86699534978719
9908717,sapatênis tênis masculino casual confortável,sapatênis tênis masculino casual confortável promoção,0.86699534978719
29800215,bicicleta menina infantil aro16 ultra bike big fat pro tork,bicicleta bike infantil menina ultra bike big fat pro tork,0.8665475356984661
9852660,bicicleta bike infantil menina ultra bike big fat pro tork,bicicleta menina infantil aro16 ultra bike big fat pro tork,0.8665475356984661
44051110,air force 1 shadow cashmere w,tênis air force 1 shadow cashmere 34br,0.866499247311439
37948190,tênis air force 1 shadow cashmere 34br,air force 1 shadow cashmere w,0.866499247311439
34101796,tênis tesla coil branco refletivo,tênis tesla coil skate preto refletivo original,0.8664352493898766
31211821,tênis tesla coil skate preto refletivo original,tênis tesla coil branco refletivo,0.8664352493898766
15980986,tênis dourado feminino,tênis feminino dourado branco,0.8663601459966641
32685753,tênis feminino dourado branco,tênis dourado feminino,0.8663601459966641
10525435,tênis usthemp long shark sparrow bull terrier,tênis usthemp slip-on shark sparrow bull terrier 4,0.8659637464953692
19375688,tênis usthemp slip-on shark sparrow bull terrier 4,tênis usthemp long shark sparrow bull terrier,0.8659637464953692
31563385,tênis filum iconic esportivo masculino original,tênis filum masculino iconic,0.8655796003650186
39910961,tênis filum masculino iconic,tênis filum iconic esportivo masculino original,0.8655796003650186
27584414,tênis filum euro jogger sport s branco casual lançamento,tênis masculino filum euro jogger sport,0.8653496197310734
37563543,tênis masculino filum euro jogger sport,tênis filum euro jogger sport s branco casual lançamento,0.8653496197310734
5851053,tênis nike air max 90 37,tênis nike air max 90 preto,0.8652500797103421
35920001,tênis nike air max 90 preto,tênis nike air max 90 37,0.8652500797103421
12231082,tenis dg sorrento g1 amarelo unissex stylo,tenis dg sorrento g1 branco star unissex stylo,0.8650967103602816
25133596,tenis dg sorrento g1 branco star unissex stylo,tenis dg sorrento g1 amarelo unissex stylo,0.8650967103602816
42445953,tenis puma smash v2 bdp masculino,tenis puma smash ace v2 bdp,0.8650064013157188
11341386,tenis puma smash ace v2 bdp,tenis puma smash v2 bdp masculino,0.8650064013157188
25379793,tênis filum d-formation luxe feminino envio imediato,tênis filum d-formation luxe feminino,0.8648099076407579
22897504,tênis filum d-formation luxe feminino,tênis filum d-formation luxe feminino envio imediato,0.8648099076407579
36322481,tênis versace roxo flex ouro,tênis versace roxo flex,0.8648070339883193
30037256,tênis versace roxo flex,tênis versace roxo flex ouro,0.8648070339883193
30658232,tênis feminino olympikus kiss 2 original,tênis olympikus kiss 2 preto,0.8644774765349138
10639479,tênis olympikus kiss 2 preto,tênis feminino olympikus kiss 2 original,0.8644774765349138
23521621,tênis lynd memory feminino,tênis lynd memory pink,0.8643967700041365
17748872,tênis lynd memory pink,tênis lynd memory feminino,0.8643967700041365
31744648,tênis masculino olympikus promoção bravo,tenis olympikus bravo masculino,0.8641536671866532
37886952,tenis olympikus bravo masculino,tênis masculino olympikus promoção bravo,0.8641536671866532
14218099,tênis esportivo olympikus bravo 929 feminino,tenis olympikus bravo 929 original,0.864150056735896
11319474,tenis olympikus bravo 929 original,tênis esportivo olympikus bravo 929 feminino,0.864150056735896
1280235,bicicleta aro 26 feminina bicolor ultra bike frete grátis,bicicleta aro 26 ultra bike feminina bicolor,0.8639048510244629
11288258,bicicleta aro 26 ultra bike feminina bicolor,bicicleta aro 26 feminina bicolor ultra bike frete grátis,0.8639048510244629
17167154,bicicleta infantil aro 12 charm feminina nathor,bicicleta infantil aro 12 charm nathor brinde,0.8637057673267453
44696342,bicicleta infantil aro 12 charm nathor brinde,bicicleta infantil aro 12 charm feminina nathor,0.8637057673267453
30189621,tênis usthemp move shark sparrow bull terrier 3,tênis usthemp slip-on shark sparrow bull terrier 4,0.8635829249586597
19375689,tênis usthemp slip-on shark sparrow bull terrier 4,tênis usthemp move shark sparrow bull terrier 3,0.8635829249586597
29950522,tênis esportivo tira infantil menino energy-tec kidy preto,tênis infantil esportivo menino energy-tec kidy preto,0.863562662425743
12770528,tênis infantil esportivo menino energy-tec kidy preto,tênis esportivo tira infantil menino energy-tec kidy preto,0.863562662425743
45200249,tenis new balance 1080 v11 1080 v11,tênis corrida new balance 1080 v11 masculino azul,0.8634649233321058
44930571,tênis corrida new balance 1080 v11 masculino azul,tenis new balance 1080 v11 1080 v11,0.8634649233321058
2185519,tênis feminino plataforma bordado fé super promoção,tênis feminino plataforma bordado fé,0.8632385306088256
30757568,tênis feminino plataforma bordado fé,tênis feminino plataforma bordado fé super promoção,0.8632385306088256
43593187,tênis usthemp long temático armani vira-lata 2,tênis usthemp one temático armani vira-lata,0.8631608643176306
42724680,tênis usthemp one temático armani vira-lata,tênis usthemp long temático armani vira-lata 2,0.8631608643176306
5474878,tênis mizuno wave prophecy x feminino branco,tênis mizuno wave prophecy x original,0.8621656577341663
41720284,tênis mizuno wave prophecy x original,tênis mizuno wave prophecy x feminino branco,0.8621656577341663
35403452,tênis olympikus masculino linear preto dourado 795,tênis linear olympikus 795,0.8619889339667385
8066961,tênis linear olympikus 795,tênis olympikus masculino linear preto dourado 795,0.8619889339667385
7928440,sapatilha ciclismo bicicleta speed absolute nero bike road,sapatilha ciclismo bike speed absolute nero road estrada,0.8616828301613024
388379,sapatilha ciclismo bike speed absolute nero road estrada,sapatilha ciclismo bicicleta speed absolute nero bike road,0.8616828301613024
43593188,tênis usthemp long temático armani vira-lata 2,tênis usthemp volare temático armani vira-lata,0.8614812939019124
8272754,tênis usthemp volare temático armani vira-lata,tênis usthemp long temático armani vira-lata 2,0.8614812939019124
13602933,tênis infantil menina pink cat,tênis casual infantil menina moda pink cat,0.861428345933492
27875829,tênis casual infantil menina moda pink cat,tênis infantil menina pink cat,0.861428345933492
21964312,tenis hock pulsus ocre/tifa 43,tenis hock pulsus ocre/tifa 38,0.8613193728660271
16327526,tenis hock pulsus ocre/tifa 38,tenis hock pulsus ocre/tifa 43,0.8613193728660271
24072336,kit 2 tenis masculino caminhada academia,tenis masculino academia caminhada,0.8611315524426603
31908669,tenis masculino academia caminhada,kit 2 tenis masculino caminhada academia,0.8611315524426603
40323065,tênis filum euro jogger sport marinho vermelho,tênis masculino filum euro jogger sport,0.8611306491241757
37563544,tênis masculino filum euro jogger sport,tênis filum euro jogger sport marinho vermelho,0.8611306491241757
11572423,tenis infantil black friday promoçoes black friday tenis,black friday tenis infantil black friday tenis promoção,0.8608257043165612
4395078,black friday tenis infantil black friday tenis promoção,tenis infantil black friday promoçoes black friday tenis,0.8608257043165612
2387071,sapatos kit bom barato trilupy,sapatenis kit bom barato trilupy,0.8605322871555464
17046221,sapatenis kit bom barato trilupy,sapatos kit bom barato trilupy,0.8605322871555464
14706317,tênis filum d-formation feminino rosa branco,tênis filum d-formation feminino,0.8601077073389246
81135,tênis filum d-formation feminino,tênis filum d-formation feminino rosa branco,0.8601077073389246
13489552,tênis nike infantil,tênis nike,0.8600806915760838
24618491,tênis nike,tênis nike infantil,0.8600806915760838
43852666,sapatênis couro azul marinho marca pegada amortecedor,sapatênis masculino pegada couro c amortecedor azul marinho,0.8600656330143319
36394278,sapatênis masculino pegada couro c amortecedor azul marinho,sapatênis couro azul marinho marca pegada amortecedor,0.8600656330143319
30817672,tênis tela preta couro legítimo marina mello,tênis tela branca couro legítimo marina mello,0.8599356520659631
43093371,tênis tela branca couro legítimo marina mello,tênis tela preta couro legítimo marina mello,0.8599356520659631
40815338,tênis filum masculino racer all,tênis filum racer all masculino corrida caminhada,0.8598813071406665
709697,tênis filum racer all masculino corrida caminhada,tênis filum masculino racer all,0.8598813071406665
24498266,tênis nike air max 90 vinho,tênis nike air max 90 feminino,0.8595587337315129
22455280,tênis nike air max 90 feminino,tênis nike air max 90 vinho,0.8595587337315129
18107450,bike speed,bike speed 29,0.8589435000016153
23213276,bike speed 29,bike speed,0.8589435000016153
37563545,tênis masculino filum euro jogger sport,tênis filum euro jogger sport cinza marinho,0.85894248223848
27351791,tênis filum euro jogger sport cinza marinho,tênis masculino filum euro jogger sport,0.85894248223848
23134752,bicicleta ultra bike unisex aro 24 chrome line,bicicleta ultra bike aro 24 chrome line feminina,0.8589270818559966
28031589,bicicleta ultra bike aro 24 chrome line feminina,bicicleta ultra bike unisex aro 24 chrome line,0.8589270818559966
6996687,tênis olympikus decola feminino vermelho preto original,tênis feminino olympikus decola original,0.8588963665565643
9264176,tênis feminino olympikus decola original,tênis olympikus decola feminino vermelho preto original,0.8588963665565643
28781572,tênis usthemp chunky smooth chico shih-tzu 2,tênis usthemp chunky smooth shih-tzu 2,0.8583150181284062
14071074,tênis usthemp chunky smooth shih-tzu 2,tênis usthemp chunky smooth chico shih-tzu 2,0.8583150181284062
43482878,tenis masculino anti stress sapatenis macio,sapatenis anti stress masculino couro,0.8578522723370952
18340704,sapatenis anti stress masculino couro,tenis masculino anti stress sapatenis macio,0.8578522723370952
24618492,tênis nike,tênis nike preto,0.8578287508779762
23802774,tênis nike preto,tênis nike,0.8578287508779762
17374406,tênis feminino skechers go run elevate marinho,tênis skechers masculino go run elevate corrida original,0.8569931031894228
33919564,tênis skechers masculino go run elevate corrida original,tênis feminino skechers go run elevate marinho,0.8569931031894228
11982311,tenis led menino infantil luzinha pisca pisca adquira,tenis led menino infantil luzinha pisca pisca barato,0.8569077797956858
25547012,tenis led menino infantil luzinha pisca pisca barato,tenis led menino infantil luzinha pisca pisca adquira,0.8569077797956858
34390919,bike infantil rebaixada aro 20 cross xlt verde xnova,bicicleta infantil rebaixada aro 20 cross xlt amarelo xnova,0.8569059101355909
7187771,bicicleta infantil rebaixada aro 20 cross xlt amarelo xnova,bike infantil rebaixada aro 20 cross xlt verde xnova,0.8569059101355909
42663170,tênis feminino olympikus caminhada treino academia original,tênis olympikus feminino caminhada academia corrida treino,0.8567286440479353
32898933,tênis olympikus feminino caminhada academia corrida treino,tênis feminino olympikus caminhada treino academia original,0.8567286440479353
44682361,tênis casual masculino couro cadarço marrom,tênis casual masculino couro cadarço cor marrom,0.8566163782503973
5595693,tênis casual masculino couro cadarço cor marrom,tênis casual masculino couro cadarço marrom,0.8566163782503973
40995606,tênis feminino puma carina l 375565 couro,tênis feminino puma carina l couro ref 375565-42,0.8560152186069879
9511862,tênis feminino puma carina l couro ref 375565-42,tênis feminino puma carina l 375565 couro,0.8560152186069879
19313351,tênis skate mad rat old school original,tênis skate old school mad rat quadriculado original,0.8556908340798313
3039933,tênis skate old school mad rat quadriculado original,tênis skate mad rat old school original,0.8556908340798313
45317441,tênis feminino caminhada masculino esporte confortável leve,tenis masculino esporte corrida caminhada confortável leve,0.8556736762450163
29435364,tenis masculino esporte corrida caminhada confortável leve,tênis feminino caminhada masculino esporte confortável leve,0.8556736762450163
41873650,sapatilha giro mtb ranger bike preto,sapatilha mtb ciclismo giro ranger bike lançamento,0.8554453485106057
13806060,sapatilha mtb ciclismo giro ranger bike lançamento,sapatilha giro mtb ranger bike preto,0.8554453485106057
29796544,bicicleta aro 26 feminina 18 marchas freio v-brake bicolor,bicicleta aro 26 feminina freio v-brake 18 marchas ultra,0.8554327665191739
5483218,bicicleta aro 26 feminina freio v-brake 18 marchas ultra,bicicleta aro 26 feminina 18 marchas freio v-brake bicolor,0.8554327665191739
39603318,tênis feminino casual flatform confortável vizzano 1339101,tênis casual feminino vizzano 1339101,0.8552691673005137
30952033,tênis casual feminino vizzano 1339101,tênis feminino casual flatform confortável vizzano 1339101,0.8552691673005137
22185257,tênis feminino star botinha chuck taylor cano alto promoção,tênis all star chuck taylor botinha cano alto branco,0.8550735406880078
31479926,tênis all star chuck taylor botinha cano alto branco,tênis feminino star botinha chuck taylor cano alto promoção,0.8550735406880078
15738418,tênis dolce gabbana lançamento envio imediato frete grátis,tênis dolce gabbana lançamento masculino envio imediato,0.8546108166509683
33708637,tênis dolce gabbana lançamento masculino envio imediato,tênis dolce gabbana lançamento envio imediato frete grátis,0.8546108166509683
18195971,tênis infantil spider olympikus,tênis olympikus spider kid infantil,0.8541605128652197
5550166,tênis olympikus spider kid infantil,tênis infantil spider olympikus,0.8541605128652197
